survey_code,PlotID,RecordID,contributor_assigned_plot_id,email,Investigators,SevilletaIAV,SuitableForParamSenExp,SiteName,Country,SiteLatitude,SiteLongitude,SiteElevation,MAT,MAP,KoppenCC,KoppenCC_long,IGBP_class,IGBP_class_long,community_description,community_species,phenology,plant_functional_type,plot_order,plot_family,plot_genus,plot_species,plot_subspecies,plot_species_common_name,photosynthetic_pathway,life_cycle_strategy,additional_species_in_plot,soil,disturbance,DateSurvey,SurveyDateTimeUTC,DateHarvest,PeakBiomass,EntirePlantDried,SubsampleDried,AveragedMoistureContent,EPSG,UTM_zone,Corner1_X,Corner1_Y,Corner1_Z,Corner2_X,Corner2_Y,Corner2_Z,Corner3_X,Corner3_Y,Corner3_Z,Corner4_X,Corner4_Y,Corner4_Z,Harvest_frame_used,plot_side_length,AGB,Comp1,Comp1_Mass,Comp2,Comp2_Mass,Comp3,Comp3_Mass,Comp4,Comp4_Mass,Field_max_height,canopy_diameter_max,canopy_diameter_perpendicular,Biomass_Subsample_Archived,CarbCon,Comp1_CarbCon,Comp2_CarbCon,Comp3_CarbCon,Comp4_CarbCon,NitCon,Comp1_NitCon,Comp2_NitCon,Comp3_NitCon,Comp4_NitCon,Notes_on_survey_harvest,Notes_on_plot,Acknowledgements,Acknowledgements_Funding,Acknowledgements_Permission,Acknowledgements_Assistance,Agreement,Protocol_version,wind_speed,sky_conditions_code,sky_conditions,drone_and_sensor,CameraShutterType,minimum_image_sharpness,Notes_from_processing_and_review,point_cloud_quality,corner_apparent_bias,manual_filtering_required,binomial_species,species_short,plot_area_from_field_length,solar_elevation,solar_noon_elevation,solar_elevation_offset,solar_noon_utc,minutes_offset_from_solar_noon,site_code,plot_area_from_coordinates_m2,AGB_g_m2,HAG_plotmin_of_cellmax_m,HAG_plotmax_of_cellmax_m,HAG_plotmean_of_cellmax_m,HAG_plotmedian_of_cellmax_m,HAG_plot90percentile_of_cellmax_m,Count_of_nodata_cells_in_plot,Count_of_points_cells_in_plot
20190605_PC_WBS,P19,441.0,HP19,pat.clark@usda.gov,Patrick E. Clark,False,True,RCEW-WBS (Reynolds Creek Experimental Watershed - Wyoming big sagebrush),USA,43.168,-116.715,1425.0,9.2,298.0,Csa,"Mediterranean: mild with dry, hot summer",7.0,Open shrubland,Wyoming big sagebrush shrub steppe,"Artemisia tridentata wyomingensis, Tetradymia canescens, Chrysothamnus viscidiflorus, Pseudoroegneria spicata spicata, Elymus elymoides, Poa secunda, Bromus tectorum, Phlox longifolia, Astragalus cusickii, Antennaria dimorpha, Crepis acuminata, Zigadenus paniculatus ","Artemisia tridentata wyomingensis =just past peak greenness, Pseudoroegneria spicata spicata = soft dough, Elymus elymoides = soft dough, Poa secunda = hard seed",Graminoid,Poales,Poaceae,Pseudoroegneria,spicata,NA,bluebunch wheatgrass,C3,perennial,"PHLO2, POSE, PSSP6","Glasgow loam, 0-30% slope, Fine, smectitic, mesic Xeric Haplargids ('Glasgow soil series' in the USDA taxonomy)","Fairly intact native community. Very minor amount of cheatgrass (BRTE) invasion as a consequence of localized, pocket gopher disturbance. Last wildfire was likely in the mid-1930s. ",2019-06-05,2019-06-05 18:15:00,2019-06-05,True,True,False,False,32611,11N,523158.504,4779509.255,1422.599,523158.462,4779508.811,1422.59,523158.988,4779508.666,1422.577,523159.133,4779509.079,1422.585,True,0.5,41.39,NA,NA,NA,NA,Herbaceous understory,41.39,NA,NA,0.37,0.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DJI Phantom 4 with stock 12MP camera (purchased in 2016). NB. Convergent images were taken at a 65 degree angle rather than the 25 degrees target angle.,NA,"Funded by USDA Agricultural Research Service, Landowner = USDI Bureau of Land Management (Federal) sampled with permission provided under an existing research MOU. ",USDA Agricultural Research Service,USDI Bureau of Land Management,"Ben Porter, Alex Boehm, Jordan Johnston",I/We agree to the data use and authorship policy,1.4.8,0.9,0.0,0 - Clear Sky,DJI Phantom 4 (FC330 camera),Rolling,0.7,"Point cloud looks okay (several low outlier points), corner coordinates are ca. 6 cm low",1,-6.0,False,Pseudoroegneria spicata,P. spicata,0.25,62.18,69.41,7.23,2019-06-05 19:45:14,90.0,WBS,0.2625,165.56,0.0,0.22,0.1297,0.13,0.17,0.0,2623.0
20190605_PC_WBS,P20,442.0,HP20,pat.clark@usda.gov,Patrick E. Clark,False,True,RCEW-WBS (Reynolds Creek Experimental Watershed - Wyoming big sagebrush),USA,43.168,-116.715,1425.0,9.2,298.0,Csa,"Mediterranean: mild with dry, hot summer",7.0,Open shrubland,Wyoming big sagebrush shrub steppe,"Artemisia tridentata wyomingensis, Tetradymia canescens, Chrysothamnus viscidiflorus, Pseudoroegneria spicata spicata, Elymus elymoides, Poa secunda, Bromus tectorum, Phlox longifolia, Astragalus cusickii, Antennaria dimorpha, Crepis acuminata, Zigadenus paniculatus ","Artemisia tridentata wyomingensis =just past peak greenness, Pseudoroegneria spicata spicata = soft dough, Elymus elymoides = soft dough, Poa secunda = hard seed",Graminoid,Poales,Poaceae,Pseudoroegneria,spicata,NA,bluebunch wheatgrass,C3,perennial,"PHLO2, PSSP6, ELEL5, POSE","Glasgow loam, 0-30% slope, Fine, smectitic, mesic Xeric Haplargids ('Glasgow soil series' in the USDA taxonomy)","Fairly intact native community. Very minor amount of cheatgrass (BRTE) invasion as a consequence of localized, pocket gopher disturbance. Last wildfire was likely in the mid-1930s. ",2019-06-05,2019-06-05 18:15:00,2019-06-05,True,True,False,False,32611,11N,523152.903,4779488.707,1424.301,523153.271,4779488.006,1424.279,523154.096,4779488.262,1424.236,523153.847,4779489.156,1424.196,True,1.0,71.01,NA,NA,NA,NA,Herbaceous understory,71.01,NA,NA,0.46,0.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DJI Phantom 4 with stock 12MP camera (purchased in 2016). NB. Convergent images were taken at a 65 degree angle rather than the 25 degrees target angle.,NA,"Funded by USDA Agricultural Research Service, Landowner = USDI Bureau of Land Management (Federal) sampled with permission provided under an existing research MOU. ",USDA Agricultural Research Service,USDI Bureau of Land Management,"Ben Porter, Alex Boehm, Jordan Johnston",I/We agree to the data use and authorship policy,1.4.8,0.9,0.0,0 - Clear Sky,DJI Phantom 4 (FC330 camera),Rolling,0.7,"Point cloud looks okay, corner coordinates are okay.",1,0.0,False,Pseudoroegneria spicata,P. spicata,1.0,62.18,69.41,7.23,2019-06-05 19:45:14,90.0,WBS,0.8141,71.01,0.0,0.29,0.1054,0.09,0.19492769084874403,2.0,8140.0
20190605_PC_WBS,P21,443.0,HP21,pat.clark@usda.gov,Patrick E. Clark,False,True,RCEW-WBS (Reynolds Creek Experimental Watershed - Wyoming big sagebrush),USA,43.168,-116.715,1425.0,9.2,298.0,Csa,"Mediterranean: mild with dry, hot summer",7.0,Open shrubland,Wyoming big sagebrush shrub steppe,"Artemisia tridentata wyomingensis, Tetradymia canescens, Chrysothamnus viscidiflorus, Pseudoroegneria spicata spicata, Elymus elymoides, Poa secunda, Bromus tectorum, Phlox longifolia, Astragalus cusickii, Antennaria dimorpha, Crepis acuminata, Zigadenus paniculatus ","Artemisia tridentata wyomingensis =just past peak greenness, Pseudoroegneria spicata spicata = soft dough, Elymus elymoides = soft dough, Poa secunda = hard seed",Graminoid,Poales,Poaceae,Pseudoroegneria,spicata,NA,bluebunch wheatgrass,C3,perennial,"PSSP6, POSE, BRTE, ELEL5,PHLO2","Glasgow loam, 0-30% slope, Fine, smectitic, mesic Xeric Haplargids ('Glasgow soil series' in the USDA taxonomy)","Fairly intact native community. Very minor amount of cheatgrass (BRTE) invasion as a consequence of localized, pocket gopher disturbance. Last wildfire was likely in the mid-1930s. ",2019-06-05,2019-06-05 18:15:00,2019-06-05,True,True,False,False,32611,11N,523127.899,4779479.009,1426.407,523128.214,4779479.194,1426.416,523127.981,4779479.651,1426.357,523127.636,4779479.449,1426.397,True,0.5,40.53,NA,NA,NA,NA,Herbaceous understory,40.53,NA,NA,0.42,0.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DJI Phantom 4 with stock 12MP camera (purchased in 2016). NB. Convergent images were taken at a 65 degree angle rather than the 25 degrees target angle.,NA,"Funded by USDA Agricultural Research Service, Landowner = USDI Bureau of Land Management (Federal) sampled with permission provided under an existing research MOU. ",USDA Agricultural Research Service,USDI Bureau of Land Management,"Ben Porter, Alex Boehm, Jordan Johnston",I/We agree to the data use and authorship policy,1.4.8,0.9,0.0,0 - Clear Sky,DJI Phantom 4 (FC330 camera),Rolling,0.7,"Point cloud looks okay, corner coordinates are okay.",1,0.0,False,Pseudoroegneria spicata,P. spicata,0.25,62.18,69.41,7.23,2019-06-05 19:45:14,90.0,WBS,0.196,162.12,0.0,0.31,0.0937,0.06,0.22,8.0,1952.0
20190605_PC_WBS,P22,444.0,HP22,pat.clark@usda.gov,Patrick E. Clark,False,True,RCEW-WBS (Reynolds Creek Experimental Watershed - Wyoming big sagebrush),USA,43.168,-116.715,1425.0,9.2,298.0,Csa,"Mediterranean: mild with dry, hot summer",7.0,Open shrubland,Wyoming big sagebrush shrub steppe,"Artemisia tridentata wyomingensis, Tetradymia canescens, Chrysothamnus viscidiflorus, Pseudoroegneria spicata spicata, Elymus elymoides, Poa secunda, Bromus tectorum, Phlox longifolia, Astragalus cusickii, Antennaria dimorpha, Crepis acuminata, Zigadenus paniculatus ","Artemisia tridentata wyomingensis =just past peak greenness, Pseudoroegneria spicata spicata = soft dough, Elymus elymoides = soft dough, Poa secunda = hard seed",Graminoid,Poales,Poaceae,Pseudoroegneria,spicata,NA,bluebunch wheatgrass,C3,perennial,"PSSP6, ELEL5, CRAC2, BRTE, POSE","Glasgow loam, 0-30% slope, Fine, smectitic, mesic Xeric Haplargids ('Glasgow soil series' in the USDA taxonomy)","Fairly intact native community. Very minor amount of cheatgrass (BRTE) invasion as a consequence of localized, pocket gopher disturbance. Last wildfire was likely in the mid-1930s. ",2019-06-05,2019-06-05 18:15:00,2019-06-05,True,True,False,False,32611,11N,523181.436,4779461.93,1425.163,523181.055,4779460.069,1425.452,523182.829,4779459.275,1425.488,523183.171,4779461.219,1425.274,True,2.0,36.78,NA,NA,NA,NA,Herbaceous understory,36.78,NA,NA,0.34,0.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DJI Phantom 4 with stock 12MP camera (purchased in 2016). NB. Convergent images were taken at a 65 degree angle rather than the 25 degrees target angle.,NA,"Funded by USDA Agricultural Research Service, Landowner = USDI Bureau of Land Management (Federal) sampled with permission provided under an existing research MOU. ",USDA Agricultural Research Service,USDI Bureau of Land Management,"Ben Porter, Alex Boehm, Jordan Johnston",I/We agree to the data use and authorship policy,1.4.8,0.9,0.0,0 - Clear Sky,DJI Phantom 4 (FC330 camera),Rolling,0.7,"Point cloud looks okay, corner coordinates are okay.",1,0.0,False,Pseudoroegneria spicata,P. spicata,4.0,62.18,69.41,7.23,2019-06-05 19:45:14,90.0,WBS,3.61,9.195,0.0,0.51,0.1709,0.17,0.3404761904761905,138.0,35964.0
20190605_PC_WBS,P23,445.0,HP23,pat.clark@usda.gov,Patrick E. Clark,False,True,RCEW-WBS (Reynolds Creek Experimental Watershed - Wyoming big sagebrush),USA,43.168,-116.715,1425.0,9.2,298.0,Csa,"Mediterranean: mild with dry, hot summer",7.0,Open shrubland,Wyoming big sagebrush shrub steppe,"Artemisia tridentata wyomingensis, Tetradymia canescens, Chrysothamnus viscidiflorus, Pseudoroegneria spicata spicata, Elymus elymoides, Poa secunda, Bromus tectorum, Phlox longifolia, Astragalus cusickii, Antennaria dimorpha, Crepis acuminata, Zigadenus paniculatus ","Artemisia tridentata wyomingensis =just past peak greenness, Pseudoroegneria spicata spicata = soft dough, Elymus elymoides = soft dough, Poa secunda = hard seed",Graminoid,Poales,Poaceae,Pseudoroegneria,spicata,NA,bluebunch wheatgrass,C3,perennial,"PSSP6,POSE, ASCU5,PHLO2","Glasgow loam, 0-30% slope, Fine, smectitic, mesic Xeric Haplargids ('Glasgow soil series' in the USDA taxonomy)","Fairly intact native community. Very minor amount of cheatgrass (BRTE) invasion as a consequence of localized, pocket gopher disturbance. Last wildfire was likely in the mid-1930s. ",2019-06-05,2019-06-05 18:15:00,2019-06-05,True,True,False,False,32611,11N,523117.761,4779483.763,1427.259,523117.495,4779483.573,1427.355,523117.623,4779483.364,1427.358,523117.897,4779483.522,1427.301,True,0.5,9.76,NA,NA,NA,NA,Herbaceous understory,9.76,NA,NA,0.37,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DJI Phantom 4 with stock 12MP camera (purchased in 2016). NB. Convergent images were taken at a 65 degree angle rather than the 25 degrees target angle.,NA,"Funded by USDA Agricultural Research Service, Landowner = USDI Bureau of Land Management (Federal) sampled with permission provided under an existing research MOU. ",USDA Agricultural Research Service,USDI Bureau of Land Management,"Ben Porter, Alex Boehm, Jordan Johnston",I/We agree to the data use and authorship policy,1.4.8,0.9,0.0,0 - Clear Sky,DJI Phantom 4 (FC330 camera),Rolling,0.7,"Point cloud looks okay, corner coordinates are okay.",1,0.0,False,Pseudoroegneria spicata,P. spicata,0.25,62.18,69.41,7.23,2019-06-05 19:45:14,90.0,WBS,0.0837,39.04,0.0,0.17,0.0517,0.05,0.07,10.0,826.0
20190605_PC_WBS,P24,446.0,HP24,pat.clark@usda.gov,Patrick E. Clark,False,True,RCEW-WBS (Reynolds Creek Experimental Watershed - Wyoming big sagebrush),USA,43.168,-116.715,1425.0,9.2,298.0,Csa,"Mediterranean: mild with dry, hot summer",7.0,Open shrubland,Wyoming big sagebrush shrub steppe,"Artemisia tridentata wyomingensis, Tetradymia canescens, Chrysothamnus viscidiflorus, Pseudoroegneria spicata spicata, Elymus elymoides, Poa secunda, Bromus tectorum, Phlox longifolia, Astragalus cusickii, Antennaria dimorpha, Crepis acuminata, Zigadenus paniculatus ","Artemisia tridentata wyomingensis =just past peak greenness, Pseudoroegneria spicata spicata = soft dough, Elymus elymoides = soft dough, Poa secunda = hard seed",Graminoid,Poales,Poaceae,Pseudoroegneria,spicata,NA,bluebunch wheatgrass,C3,perennial,"PSSP6, PHLO2, ASCU5, POSE, ELEL5","Glasgow loam, 0-30% slope, Fine, smectitic, mesic Xeric Haplargids ('Glasgow soil series' in the USDA taxonomy)","Fairly intact native community. Very minor amount of cheatgrass (BRTE) invasion as a consequence of localized, pocket gopher disturbance. Last wildfire was likely in the mid-1930s. ",2019-06-05,2019-06-05 18:15:00,2019-06-05,True,True,False,False,32611,11N,523098.186,4779483.924,1428.623,523097.837,4779483.631,1428.691,523098.271,4779482.964,1428.775,523098.731,4779483.4,1428.705,True,0.5,31.93999999999999,NA,NA,NA,NA,Herbaceous understory,31.93999999999999,NA,NA,0.36,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DJI Phantom 4 with stock 12MP camera (purchased in 2016). NB. Convergent images were taken at a 65 degree angle rather than the 25 degrees target angle.,NA,"Funded by USDA Agricultural Research Service, Landowner = USDI Bureau of Land Management (Federal) sampled with permission provided under an existing research MOU. ",USDA Agricultural Research Service,USDI Bureau of Land Management,"Ben Porter, Alex Boehm, Jordan Johnston",I/We agree to the data use and authorship policy,1.4.8,0.9,0.0,0 - Clear Sky,DJI Phantom 4 (FC330 camera),Rolling,0.7,"Point cloud looks okay, corner coordinates are ca. 4 cm low",1,-4.0,False,Pseudoroegneria spicata,P. spicata,0.25,62.18,69.41,7.23,2019-06-05 19:45:14,90.0,WBS,0.4193,127.75999999999996,0.01,0.16,0.0642,0.06,0.09,0.0,4191.0
20190605_PC_WBS,P25,447.0,HP25,pat.clark@usda.gov,Patrick E. Clark,False,True,RCEW-WBS (Reynolds Creek Experimental Watershed - Wyoming big sagebrush),USA,43.168,-116.715,1425.0,9.2,298.0,Csa,"Mediterranean: mild with dry, hot summer",7.0,Open shrubland,Wyoming big sagebrush shrub steppe,"Artemisia tridentata wyomingensis, Tetradymia canescens, Chrysothamnus viscidiflorus, Pseudoroegneria spicata spicata, Elymus elymoides, Poa secunda, Bromus tectorum, Phlox longifolia, Astragalus cusickii, Antennaria dimorpha, Crepis acuminata, Zigadenus paniculatus ","Artemisia tridentata wyomingensis =just past peak greenness, Pseudoroegneria spicata spicata = soft dough, Elymus elymoides = soft dough, Poa secunda = hard seed",Graminoid,Poales,Poaceae,Pseudoroegneria,spicata,NA,bluebunch wheatgrass,C3,perennial,"POSE, PSSP6","Glasgow loam, 0-30% slope, Fine, smectitic, mesic Xeric Haplargids ('Glasgow soil series' in the USDA taxonomy)","Fairly intact native community. Very minor amount of cheatgrass (BRTE) invasion as a consequence of localized, pocket gopher disturbance. Last wildfire was likely in the mid-1930s. ",2019-06-05,2019-06-05 18:15:00,2019-06-05,True,True,False,False,32611,11N,523096.173,4779489.099,1428.255,523095.779,4779489.091,1428.276,523095.712,4779488.802,1428.304,523096.096,4779488.742,1428.268,True,0.5,21.92,NA,NA,NA,NA,Herbaceous understory,21.92,NA,NA,0.37,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DJI Phantom 4 with stock 12MP camera (purchased in 2016). NB. Convergent images were taken at a 65 degree angle rather than the 25 degrees target angle.,NA,"Funded by USDA Agricultural Research Service, Landowner = USDI Bureau of Land Management (Federal) sampled with permission provided under an existing research MOU. ",USDA Agricultural Research Service,USDI Bureau of Land Management,"Ben Porter, Alex Boehm, Jordan Johnston",I/We agree to the data use and authorship policy,1.4.8,0.9,0.0,0 - Clear Sky,DJI Phantom 4 (FC330 camera),Rolling,0.7,"Point cloud looks okay, corner coordinates are ca. 7 cm low",1,-7.0,False,Pseudoroegneria spicata,P. spicata,0.25,62.18,69.41,7.23,2019-06-05 19:45:14,90.0,WBS,0.1275,87.68,0.07,0.33,0.1541,0.13,0.25,3.0,1271.0
20190605_PC_WBS,P26,448.0,HP26,pat.clark@usda.gov,Patrick E. Clark,False,True,RCEW-WBS (Reynolds Creek Experimental Watershed - Wyoming big sagebrush),USA,43.168,-116.715,1425.0,9.2,298.0,Csa,"Mediterranean: mild with dry, hot summer",7.0,Open shrubland,Wyoming big sagebrush shrub steppe,"Artemisia tridentata wyomingensis, Tetradymia canescens, Chrysothamnus viscidiflorus, Pseudoroegneria spicata spicata, Elymus elymoides, Poa secunda, Bromus tectorum, Phlox longifolia, Astragalus cusickii, Antennaria dimorpha, Crepis acuminata, Zigadenus paniculatus ","Artemisia tridentata wyomingensis =just past peak greenness, Pseudoroegneria spicata spicata = soft dough, Elymus elymoides = soft dough, Poa secunda = hard seed",Graminoid,Poales,Poaceae,Pseudoroegneria,spicata,NA,bluebunch wheatgrass,C3,perennial,"POSE, ELEL5, PHLO2, ASCU5, PSSP6","Glasgow loam, 0-30% slope, Fine, smectitic, mesic Xeric Haplargids ('Glasgow soil series' in the USDA taxonomy)","Fairly intact native community. Very minor amount of cheatgrass (BRTE) invasion as a consequence of localized, pocket gopher disturbance. Last wildfire was likely in the mid-1930s. ",2019-06-05,2019-06-05 18:15:00,2019-06-05,True,True,False,False,32611,11N,523103.348,4779487.602,1427.935,523103.837,4779486.839,1427.984,523104.64,4779487.359,1427.852,523104.09,4779488.121,1427.886,True,1.0,55.98,NA,NA,NA,NA,Herbaceous understory,55.98,NA,NA,0.52,0.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DJI Phantom 4 with stock 12MP camera (purchased in 2016). NB. Convergent images were taken at a 65 degree angle rather than the 25 degrees target angle.,NA,"Funded by USDA Agricultural Research Service, Landowner = USDI Bureau of Land Management (Federal) sampled with permission provided under an existing research MOU. ",USDA Agricultural Research Service,USDI Bureau of Land Management,"Ben Porter, Alex Boehm, Jordan Johnston",I/We agree to the data use and authorship policy,1.4.8,0.9,0.0,0 - Clear Sky,DJI Phantom 4 (FC330 camera),Rolling,0.7,"Point cloud is fairly thin, but looks plausible and the ground model appears okay.",1,0.0,False,Pseudoroegneria spicata,P. spicata,1.0,62.18,69.41,7.23,2019-06-05 19:45:14,90.0,WBS,0.8589,55.98,0.02,0.26,0.1328,0.13,0.2033333333333334,935.0,7653.0
20190605_PC_WBS,P27,449.0,HP27,pat.clark@usda.gov,Patrick E. Clark,False,True,RCEW-WBS (Reynolds Creek Experimental Watershed - Wyoming big sagebrush),USA,43.168,-116.715,1425.0,9.2,298.0,Csa,"Mediterranean: mild with dry, hot summer",7.0,Open shrubland,Wyoming big sagebrush shrub steppe,"Artemisia tridentata wyomingensis, Tetradymia canescens, Chrysothamnus viscidiflorus, Pseudoroegneria spicata spicata, Elymus elymoides, Poa secunda, Bromus tectorum, Phlox longifolia, Astragalus cusickii, Antennaria dimorpha, Crepis acuminata, Zigadenus paniculatus ","Artemisia tridentata wyomingensis =just past peak greenness, Pseudoroegneria spicata spicata = soft dough, Elymus elymoides = soft dough, Poa secunda = hard seed",Graminoid,Poales,Poaceae,Pseudoroegneria,spicata,NA,bluebunch wheatgrass,C3,perennial,"PSSP6, PHLO2, ANDI2, POSE","Glasgow loam, 0-30% slope, Fine, smectitic, mesic Xeric Haplargids ('Glasgow soil series' in the USDA taxonomy)","Fairly intact native community. Very minor amount of cheatgrass (BRTE) invasion as a consequence of localized, pocket gopher disturbance. Last wildfire was likely in the mid-1930s. ",2019-06-05,2019-06-05 18:15:00,2019-06-05,True,True,False,False,32611,11N,523150.344,4779538.205,1419.742,523150.196,4779537.855,1419.804,523150.601,4779537.745,1419.869,523150.747,4779538.123,1419.773,True,0.5,37.11,NA,NA,NA,NA,Herbaceous understory,37.11,NA,NA,0.37,0.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DJI Phantom 4 with stock 12MP camera (purchased in 2016). NB. Convergent images were taken at a 65 degree angle rather than the 25 degrees target angle.,NA,"Funded by USDA Agricultural Research Service, Landowner = USDI Bureau of Land Management (Federal) sampled with permission provided under an existing research MOU. ",USDA Agricultural Research Service,USDI Bureau of Land Management,"Ben Porter, Alex Boehm, Jordan Johnston",I/We agree to the data use and authorship policy,1.4.8,0.9,0.0,0 - Clear Sky,DJI Phantom 4 (FC330 camera),Rolling,0.7,"Point cloud looks okay, corner coordinates are ca. 5 cm low",1,-5.0,False,Pseudoroegneria spicata,P. spicata,0.25,62.18,69.41,7.23,2019-06-05 19:45:14,90.0,WBS,0.1612,148.44,0.05,0.23,0.1042,0.09,0.17,0.0,1611.0
20190605_PC_WBS,P28,450.0,HP28,pat.clark@usda.gov,Patrick E. Clark,False,True,RCEW-WBS (Reynolds Creek Experimental Watershed - Wyoming big sagebrush),USA,43.168,-116.715,1425.0,9.2,298.0,Csa,"Mediterranean: mild with dry, hot summer",7.0,Open shrubland,Wyoming big sagebrush shrub steppe,"Artemisia tridentata wyomingensis, Tetradymia canescens, Chrysothamnus viscidiflorus, Pseudoroegneria spicata spicata, Elymus elymoides, Poa secunda, Bromus tectorum, Phlox longifolia, Astragalus cusickii, Antennaria dimorpha, Crepis acuminata, Zigadenus paniculatus ","Artemisia tridentata wyomingensis =just past peak greenness, Pseudoroegneria spicata spicata = soft dough, Elymus elymoides = soft dough, Poa secunda = hard seed",Graminoid,Poales,Poaceae,Pseudoroegneria,spicata,NA,bluebunch wheatgrass,C3,perennial,"POSE, PSSP6, ASCU5, PHLO2","Glasgow loam, 0-30% slope, Fine, smectitic, mesic Xeric Haplargids ('Glasgow soil series' in the USDA taxonomy)","Fairly intact native community. Very minor amount of cheatgrass (BRTE) invasion as a consequence of localized, pocket gopher disturbance. Last wildfire was likely in the mid-1930s. ",2019-06-05,2019-06-05 18:15:00,2019-06-05,True,True,False,False,32611,11N,523137.404,4779528.701,1420.921,523137.365,4779528.208,1420.977,523137.929,4779528.156,1420.993,523137.899,4779528.76,1420.91,True,0.5,24.15,NA,NA,NA,NA,Herbaceous understory,24.15,NA,NA,0.32,0.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DJI Phantom 4 with stock 12MP camera (purchased in 2016). NB. Convergent images were taken at a 65 degree angle rather than the 25 degrees target angle.,NA,"Funded by USDA Agricultural Research Service, Landowner = USDI Bureau of Land Management (Federal) sampled with permission provided under an existing research MOU. ",USDA Agricultural Research Service,USDI Bureau of Land Management,"Ben Porter, Alex Boehm, Jordan Johnston",I/We agree to the data use and authorship policy,1.4.8,0.9,0.0,0 - Clear Sky,DJI Phantom 4 (FC330 camera),Rolling,0.7,"Point cloud looks okay, corner coordinates are ca. 5 cm low",1,-5.0,False,Pseudoroegneria spicata,P. spicata,0.25,62.18,69.41,7.23,2019-06-05 19:45:14,90.0,WBS,0.2904,96.6,0.02,0.24,0.103,0.09,0.17133333333333367,0.0,2903.0
20190605_PC_WBS,P29,451.0,HP29,pat.clark@usda.gov,Patrick E. Clark,False,True,RCEW-WBS (Reynolds Creek Experimental Watershed - Wyoming big sagebrush),USA,43.168,-116.715,1425.0,9.2,298.0,Csa,"Mediterranean: mild with dry, hot summer",7.0,Open shrubland,Wyoming big sagebrush shrub steppe,"Artemisia tridentata wyomingensis, Tetradymia canescens, Chrysothamnus viscidiflorus, Pseudoroegneria spicata spicata, Elymus elymoides, Poa secunda, Bromus tectorum, Phlox longifolia, Astragalus cusickii, Antennaria dimorpha, Crepis acuminata, Zigadenus paniculatus ","Artemisia tridentata wyomingensis =just past peak greenness, Pseudoroegneria spicata spicata = soft dough, Elymus elymoides = soft dough, Poa secunda = hard seed",Graminoid,Poales,Poaceae,Pseudoroegneria,spicata,NA,bluebunch wheatgrass,C3,perennial,"PSSP6,ELEL5, POSE,PHLO2","Glasgow loam, 0-30% slope, Fine, smectitic, mesic Xeric Haplargids ('Glasgow soil series' in the USDA taxonomy)","Fairly intact native community. Very minor amount of cheatgrass (BRTE) invasion as a consequence of localized, pocket gopher disturbance. Last wildfire was likely in the mid-1930s. ",2019-06-05,2019-06-05 18:15:00,2019-06-05,True,True,False,False,32611,11N,523136.343,4779512.091,1423.205,523135.481,4779511.482,1423.29,523136.054,4779510.806,1423.355,523136.863,4779511.354,1423.253,True,1.0,40.15,NA,NA,NA,NA,Herbaceous understory,40.15,NA,NA,0.45,0.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DJI Phantom 4 with stock 12MP camera (purchased in 2016). NB. Convergent images were taken at a 65 degree angle rather than the 25 degrees target angle.,NA,"Funded by USDA Agricultural Research Service, Landowner = USDI Bureau of Land Management (Federal) sampled with permission provided under an existing research MOU. ",USDA Agricultural Research Service,USDI Bureau of Land Management,"Ben Porter, Alex Boehm, Jordan Johnston",I/We agree to the data use and authorship policy,1.4.8,0.9,0.0,0 - Clear Sky,DJI Phantom 4 (FC330 camera),Rolling,0.7,"Point cloud looks okay, corner coordinates are ca. 4 cm low",1,-4.0,False,Pseudoroegneria spicata,P. spicata,1.0,62.18,69.41,7.23,2019-06-05 19:45:14,90.0,WBS,0.9064,40.15,0.03,0.23,0.0802,0.07,0.11,2.0,9062.0
